sample_id, sample_time_start, sample_time_end, port_0_rx_bytes, port_0_tx_bytes, port_0_rx_packets, port_0_tx_packets, pcie_link_latency_total_read_packets, pcie_link_latency_total_read_ns, pcie_link_latency_max_read_ns, pcie_link_latency_min_read_ns
5217,1284272.765823404,1284272.765860106, 22652515427611, 9567870373202808, 237326783160, 8900278063530, 1072, 667662, 1017, 482
5218,1284272.765924390,1284272.765961142, 22652515428411, 9567870374442948, 237326783170, 8900278064676, 1072, 670817, 1055, 485
5219,1284272.766025594,1284272.766062622, 22652515429411, 9567870375686250, 237326783180, 8900278065827, 1077, 666083, 987, 482
5220,1284272.766125740,1284272.766162478, 22652515430411, 9567870376913646, 237326783188, 8900278066960, 1062, 649076, 1044, 485
5221,1284272.766226602,1284272.766263320, 22652515431411, 9567870378151006, 237326783198, 8900278068103, 1080, 665451, 1016, 483
5222,1284272.766327872,1284272.766364660, 22652515432411, 9567870379394308, 237326783208, 8900278069253, 1084, 668771, 1008, 483
5223,1284272.766429350,1284272.766466074, 22652515433211, 9567870380639336, 237326783218, 8900278070403, 1082, 668394, 985, 483
5224,1284272.766530922,1284272.766567682, 22652515434211, 9567870381885990, 237326783228, 8900278071556, 1084, 664682, 1003, 483
5225,1284272.766631852,1284272.766668638, 22652515435277, 9567870383124978, 237326783237, 8900278072701, 1075, 681325, 1060, 483
5226,1284272.766733186,1284272.766770014, 22652515436277, 9567870384368760, 237326783247, 8900278073851, 1082, 688966, 1030, 489
5227,1284272.766834568,1284272.766871354, 22652515437277, 9567870385612926, 237326783257, 8900278075001, 1081, 666246, 1082, 482
5228,1284272.766934844,1284272.766971798, 22652515438077, 9567870386843770, 237326783267, 8900278076139, 1066, 658094, 989, 442
5229,1284272.767036168,1284272.767072958, 22652515439077, 9567870388087072, 237326783277, 8900278077287, 1078, 670325, 996, 485
5230,1284272.767137448,1284272.767174554, 22652515440077, 9567870389332290, 237326783285, 8900278078438, 1085, 673010, 1046, 421
5231,1284272.767237748,1284272.767274592, 22652515441077, 9567870390561026, 237326783295, 8900278079573, 1061, 650553, 983, 485
5232,1284272.767339354,1284272.767376168, 22652515441877, 9567870391807970, 237326783305, 8900278080727, 1089, 682842, 1162, 437
5233,1284272.767439882,1284272.767477000, 22652515442877, 9567870393045330, 237326783313, 8900278081869, 1079, 667600, 1264, 425
5234,1284272.767540156,1284272.767577004, 22652515443877, 9567870394272726, 237326783323, 8900278083004, 1067, 655280, 1003, 482
5235,1284272.767640248,1284272.767677020, 22652515444877, 9567870395501462, 237326783333, 8900278084140, 1069, 663985, 1314, 480
5236,1284272.767740660,1284272.767783250, 22652515445877, 9567870396803120, 237326783343, 8900278085343, 1144, 710807, 975, 464
5237,1284272.767841538,1284272.767878254, 22652515446677, 9567870397971394, 237326783353, 8900278086421, 1008, 626314, 1001, 483
5238,1284272.767942544,1284272.767979258, 22652515447677, 9567870399210862, 237326783361, 8900278087568, 1083, 667355, 1064, 487
5239,1284272.768043190,1284272.768080240, 22652515448677, 9567870400449660, 237326783371, 8900278088713, 1073, 661842, 1003, 425
5240,1284272.768144586,1284272.768181380, 22652515449677, 9567870401690948, 237326783381, 8900278089860, 1078, 657921, 982, 482
5241,1284272.768245530,1284272.768282280, 22652515450477, 9567870402929748, 237326783391, 8900278091005, 1079, 667580, 1028, 482
5242,1284272.768345598,1284272.768382408, 22652515451477, 9567870404158580, 237326783399, 8900278092140, 1073, 663216, 994, 485
5243,1284272.768446038,1284272.768482978, 22652515452477, 9567870405391150, 237326783409, 8900278093280, 1076, 662139, 1003, 483
5244,1284272.768546354,1284272.768583066, 22652515453277, 9567870406621804, 237326783419, 8900278094417, 1063, 669698, 1146, 483
5245,1284272.768646882,1284272.768683850, 22652515454277, 9567870407856578, 237326783429, 8900278095559, 1079, 663380, 975, 428
5246,1284272.768747392,1284272.768784338, 22652515455277, 9567870409089818, 237326783437, 8900278096698, 1074, 658071, 987, 483
5247,1284272.768848896,1284272.768885670, 22652515456277, 9567870410334748, 237326783447, 8900278097848, 1086, 675394, 1087, 485
5248,1284272.768949284,1284272.768986098, 22652515457077, 9567870411567894, 237326783457, 8900278098988, 1067, 660567, 1041, 432
5249,1284272.769050884,1284272.769087856, 22652515458077, 9567870412814262, 237326783467, 8900278100142, 1084, 659833, 985, 442
5250,1284272.769151392,1284272.769188250, 22652515459077, 9567870414048078, 237326783477, 8900278101282, 1070, 655312, 1076, 485
5251,1284272.769252032,1284272.769288920, 22652515460077, 9567870415282850, 237326783485, 8900278102423, 1073, 659557, 982, 483
5252,1284272.769352892,1284272.769389716, 22652515461077, 9567870416521170, 237326783495, 8900278103566, 1076, 666250, 987, 483
5253,1284272.769453364,1284272.769490236, 22652515461877, 9567870417754124, 237326783505, 8900278104707, 1069, 648089, 989, 483
5254,1284272.769553970,1284272.769590770, 22652515462877, 9567870418987556, 237326783513, 8900278105846, 1072, 652428, 1062, 483
5255,1284272.769655300,1284272.769693446, 22652515463877, 9567870420241494, 237326783523, 8900278107009, 1091, 674435, 1010, 483
5256,1284272.769756436,1284272.769793748, 22652515464877, 9567870421474926, 237326783533, 8900278108147, 1072, 654478, 1053, 444
5257,1284272.769858014,1284272.769895062, 22652515465677, 9567870422721104, 237326783543, 8900278109297, 1077, 654082, 978, 483
5258,1284272.769958526,1284272.769995432, 22652515466677, 9567870423955110, 237326783553, 8900278110437, 1071, 670964, 1026, 482
5259,1284272.770058746,1284272.770095944, 22652515467677, 9567870425187488, 237326783561, 8900278111576, 1071, 658476, 987, 421
5260,1284272.770160414,1284272.770197352, 22652515468677, 9567870426433088, 237326783571, 8900278112726, 1076, 658678, 989, 483
5261,1284272.770260806,1284272.770297622, 22652515469677, 9567870427664316, 237326783581, 8900278113864, 1075, 669666, 983, 482
5262,1284272.770362354,1284272.770399170, 22652515470477, 9567870428910974, 237326783591, 8900278115017, 1084, 663339, 980, 483
5263,1284272.770462634,1284272.770499510, 22652515471477, 9567870430142298, 237326783599, 8900278116154, 1068, 655723, 1035, 483
5264,1284272.770562830,1284272.770599642, 22652515472477, 9567870431370938, 237326783609, 8900278117290, 1065, 653310, 980, 482
5265,1284272.770663092,1284272.770699964, 22652515473277, 9567870432602646, 237326783619, 8900278118429, 1061, 647682, 1053, 485
5266,1284272.770764138,1284272.770801312, 22652515474277, 9567870433842498, 237326783629, 8900278119574, 1080, 657301, 1042, 485
5267,1284272.770865672,1284272.770904424, 22652515475277, 9567870435108318, 237326783639, 8900278120746, 1100, 679958, 987, 483
5268,1284272.770966514,1284272.771003614, 22652515476277, 9567870436328622, 237326783647, 8900278121871, 1053, 648155, 980, 483
5269,1284272.771067354,1284272.771104534, 22652515477277, 9567870437566174, 237326783657, 8900278123016, 1073, 654507, 1012, 485
5270,1284272.771168260,1284272.771205054, 22652515478077, 9567870438801620, 237326783667, 8900278124157, 1072, 658194, 1000, 483
5271,1284272.771268762,1284272.771305540, 22652515479077, 9567870440034860, 237326783677, 8900278125297, 1073, 659857, 983, 485
5272,1284272.771369292,1284272.771406136, 22652515480077, 9567870441268196, 237326783685, 8900278126437, 1070, 654810, 992, 487
5273,1284272.771470370,1284272.771507214, 22652515481077, 9567870442510444, 237326783695, 8900278127584, 1074, 661369, 1035, 482
5274,1284272.771571224,1284272.771608114, 22652515481877, 9567870443747710, 237326783705, 8900278128728, 1073, 659451, 1005, 483
5275,1284272.771672914,1284272.771709666, 22652515482877, 9567870444994844, 237326783715, 8900278129880, 1087, 666539, 994, 483
5276,1284272.771774038,1284272.771810768, 22652515483877, 9567870446236134, 237326783724, 8900278131027, 1080, 662458, 994, 483
5277,1284272.771875814,1284272.771912560, 22652515484877, 9567870447484994, 237326783733, 8900278132181, 1086, 670162, 1021, 483
5278,1284272.771976508,1284272.772013352, 22652515485877, 9567870448721778, 237326783743, 8900278133325, 1077, 660794, 998, 485
5279,1284272.772076898,1284272.772113640, 22652515486677, 9567870449952912, 237326783753, 8900278134463, 1066, 656773, 1010, 489
5280,1284272.772177940,1284272.772214626, 22652515487677, 9567870451192382, 237326783761, 8900278135608, 1071, 658337, 992, 483
5281,1284272.772278566,1284272.772315292, 22652515488677, 9567870452427442, 237326783771, 8900278136750, 1066, 659076, 991, 487
5282,1284272.772379312,1284272.772416074, 22652515489677, 9567870453664132, 237326783781, 8900278137893, 1075, 662210, 1032, 487
5283,1284272.772480060,1284272.772516862, 22652515490477, 9567870454901110, 237326783791, 8900278139037, 1075, 662969, 1000, 480
5284,1284272.772581060,1284272.772617860, 22652515491477, 9567870456140292, 237326783799, 8900278140181, 1075, 662287, 994, 485
5285,1284272.772681498,1284272.772718268, 22652515492477, 9567870457372766, 237326783809, 8900278141320, 1070, 655273, 975, 483
5286,1284272.772781952,1284272.772818702, 22652515493477, 9567870458605912, 237326783819, 8900278142460, 1066, 653642, 996, 483
5287,1284272.772882698,1284272.772919458, 22652515494477, 9567870459842504, 237326783829, 8900278143603, 1074, 667658, 1035, 485
5288,1284272.772983828,1284272.773020626, 22652515495277, 9567870461084370, 237326783839, 8900278144751, 1077, 663876, 973, 482
5289,1284272.773085072,1284272.773121740, 22652515496277, 9567870462326234, 237326783847, 8900278145897, 1074, 659666, 1046, 483
5290,1284272.773185660,1284272.773222448, 22652515497277, 9567870463561006, 237326783857, 8900278147039, 1076, 660539, 991, 485
5291,1284272.773286956,1284272.773323816, 22652515498077, 9567870464804980, 237326783867, 8900278148188, 1073, 653919, 1007, 483
5292,1284272.773388060,1284272.773424928, 22652515499077, 9567870466044928, 237326783877, 8900278149335, 1080, 667841, 1005, 487
5293,1284272.773489832,1284272.773526666, 22652515500077, 9567870467293596, 237326783887, 8900278150488, 1090, 674132, 1003, 483
5294,1284272.773590932,1284272.773627736, 22652515501077, 9567870468534598, 237326783895, 8900278151635, 1078, 666141, 994, 480
5295,1284272.773691214,1284272.773728086, 22652515502077, 9567870469765538, 237326783905, 8900278152773, 1066, 654055, 983, 487
5296,1284272.773792142,1284272.773829042, 22652515502877, 9567870471004720, 237326783915, 8900278153919, 1070, 652276, 1042, 485
5297,1284272.773892868,1284272.773929702, 22652515503877, 9567870472240070, 237326783925, 8900278155061, 1075, 655526, 1001, 483
5298,1284272.773994366,1284272.774031186, 22652515504877, 9567870473486532, 237326783933, 8900278156211, 1087, 665958, 976, 483
5299,1284272.774095216,1284272.774132008, 22652515505877, 9567870474724180, 237326783943, 8900278157356, 1076, 664017, 1010, 483
5300,1284272.774196342,1284272.774233064, 22652515506677, 9567870475964514, 237326783953, 8900278158502, 1076, 663642, 1017, 483
5301,1284272.774296546,1284272.774333348, 22652515507677, 9567870477195070, 237326783963, 8900278159639, 1064, 654846, 980, 483
5302,1284272.774398256,1284272.774434966, 22652515508677, 9567870478442780, 237326783973, 8900278160793, 1085, 667864, 1001, 483
5303,1284272.774498570,1284272.774535308, 22652515509677, 9567870479674392, 237326783981, 8900278161931, 1073, 660555, 1046, 482
5304,1284272.774599560,1284272.774636342, 22652515510677, 9567870480914052, 237326783991, 8900278163076, 1078, 661192, 983, 483
5305,1284272.774700590,1284272.774737308, 22652515511477, 9567870482153426, 237326784001, 8900278164223, 1076, 664751, 987, 485
5306,1284272.774801456,1284272.774838218, 22652515512477, 9567870483391840, 237326784009, 8900278165366, 1074, 659573, 1046, 480
5307,1284272.774903186,1284272.774940002, 22652515513477, 9567870484639934, 237326784019, 8900278166520, 1085, 668560, 994, 487
5308,1284272.775003418,1284272.775040278, 22652515514477, 9567870485870682, 237326784029, 8900278167658, 1068, 649866, 976, 485
5309,1284272.775104964,1284272.775141944, 22652515515277, 9567870487116380, 237326784039, 8900278168811, 1088, 665882, 1003, 487
5310,1284272.775205258,1284272.775242270, 22652515516277, 9567870488347416, 237326784049, 8900278169949, 1068, 653855, 994, 483
5311,1284272.775305742,1284272.775342690, 22652515517343, 9567870489580560, 237326784058, 8900278171089, 1074, 681123, 1050, 485
5312,1284272.775406406,1284272.775443312, 22652515518343, 9567870490815718, 237326784068, 8900278172230, 1068, 671642, 1055, 482
5313,1284272.775507864,1284272.775544774, 22652515519343, 9567870492061990, 237326784078, 8900278173381, 1084, 660967, 983, 483
5314,1284272.775608908,1284272.775645818, 22652515520143, 9567870493301842, 237326784088, 8900278174528, 1077, 664516, 1007, 487
5315,1284272.775710400,1284272.775747286, 22652515521143, 9567870494546868, 237326784096, 8900278175678, 1082, 667008, 994, 483
5316,1284272.775812090,1284272.775848888, 22652515522143, 9567870495795344, 237326784106, 8900278176831, 1088, 674887, 1023, 485
5317,1284272.775912352,1284272.775949172, 22652515522943, 9567870497025808, 237326784116, 8900278177968, 1065, 654867, 989, 482
5318,1284272.776013936,1284272.776051130, 22652515523943, 9567870498275146, 237326784126, 8900278179124, 1080, 667030, 994, 480
5319,1284272.776114760,1284272.776151706, 22652515524943, 9567870499512506, 237326784136, 8900278180266, 1066, 660262, 998, 483
5320,1284272.776216510,1284272.776253302, 22652515525943, 9567870500759928, 237326784144, 8900278181418, 1084, 664223, 1039, 483
5321,1284272.776316946,1284272.776353776, 22652515526943, 9567870501992690, 237326784154, 8900278182558, 1070, 660746, 1007, 483
5322,1284272.776417238,1284272.776454096, 22652515527743, 9567870503223344, 237326784164, 8900278183696, 1067, 653130, 989, 483
5323,1284272.776517452,1284272.776554308, 22652515528743, 9567870504453710, 237326784174, 8900278184833, 1064, 655301, 994, 483
5324,1284272.776617958,1284272.776654898, 22652515529743, 9567870505687620, 237326784182, 8900278185973, 1072, 652021, 1001, 485
5325,1284272.776717982,1284272.776754864, 22652515530743, 9567870506915302, 237326784192, 8900278187107, 1068, 658591, 1041, 485
5326,1284272.776818578,1284272.776855402, 22652515531543, 9567870508149310, 237326784202, 8900278188248, 1067, 657576, 989, 485
5327,1284272.776920036,1284272.776956890, 22652515532543, 9567870509394912, 237326784210, 8900278189399, 1080, 663569, 1007, 483
5328,1284272.777020776,1284272.777057660, 22652515533543, 9567870510631602, 237326784220, 8900278190542, 1073, 661260, 987, 483
5329,1284272.777121472,1284272.777158306, 22652515534543, 9567870511867046, 237326784230, 8900278191683, 1074, 660744, 983, 482
5330,1284272.777222432,1284272.777259298, 22652515535543, 9567870513105750, 237326784240, 8900278192829, 1081, 668975, 1014, 482
5331,1284272.777324172,1284272.777360952, 22652515536343, 9567870514353842, 237326784250, 8900278193982, 1085, 666426, 982, 480
5332,1284272.777425122,1284272.777461972, 22652515537343, 9567870515593982, 237326784258, 8900278195127, 1079, 667557, 980, 483
5333,1284272.777526676,1284272.777563500, 22652515538343, 9567870516839296, 237326784268, 8900278196279, 1076, 659314, 975, 483
5334,1284272.777628066,1284272.777664798, 22652515539343, 9567870518083364, 237326784278, 8900278197429, 1080, 662567, 1032, 483
5335,1284272.777728244,1284272.777765036, 22652515540143, 9567870519312676, 237326784288, 8900278198565, 1068, 654117, 987, 483
5336,1284272.777829894,1284272.777866662, 22652515541143, 9567870520560290, 237326784298, 8900278199718, 1088, 666446, 1005, 483
5337,1284272.777930096,1284272.777966780, 22652515542143, 9567870521789888, 237326784306, 8900278200853, 1070, 659730, 987, 487
5338,1284272.778030650,1284272.778067552, 22652515543143, 9567870523025622, 237326784316, 8900278201997, 1062, 652758, 978, 480
5339,1284272.778131064,1284272.778167792, 22652515544143, 9567870524256466, 237326784326, 8900278203134, 1070, 659608, 994, 483
5340,1284272.778231824,1284272.778268560, 22652515544943, 9567870525492678, 237326784336, 8900278204277, 1072, 653725, 982, 483
5341,1284272.778333234,1284272.778369946, 22652515545943, 9567870526737224, 237326784344, 8900278205426, 1084, 674957, 985, 485
5342,1284272.778434740,1284272.778471466, 22652515546943, 9567870527983304, 237326784354, 8900278206578, 1084, 666503, 992, 485
5343,1284272.778535104,1284272.778572068, 22652515547743, 9567870529217792, 237326784364, 8900278207719, 1065, 653257, 1005, 487
5344,1284272.778635874,1284272.778672632, 22652515548743, 9567870530452278, 237326784374, 8900278208860, 1070, 655755, 989, 485
5345,1284272.778736540,1284272.778773306, 22652515549743, 9567870531687434, 237326784382, 8900278210001, 1076, 657967, 989, 483
5346,1284272.778836796,1284272.778873512, 22652515550743, 9567870532917608, 237326784392, 8900278211138, 1066, 659258, 991, 485
5347,1284272.778937412,1284272.778974154, 22652515551743, 9567870534152862, 237326784402, 8900278212280, 1068, 655126, 987, 483
5348,1284272.779038046,1284272.779074806, 22652515552543, 9567870535387636, 237326784412, 8900278213421, 1070, 653753, 985, 487
5349,1284272.779139244,1284272.779176004, 22652515553543, 9567870536629404, 237326784422, 8900278214569, 1082, 669614, 989, 485
5350,1284272.779239872,1284272.779276588, 22652515554543, 9567870537864560, 237326784430, 8900278215710, 1074, 656908, 1003, 483
5351,1284272.779340056,1284272.779376754, 22652515555543, 9567870539094162, 237326784440, 8900278216846, 1066, 656285, 994, 487
5352,1284272.779440346,1284272.779477120, 22652515556343, 9567870540325772, 237326784450, 8900278217984, 1067, 651558, 991, 483
5353,1284272.779540952,1284272.779577806, 22652515557343, 9567870541560642, 237326784458, 8900278219126, 1071, 670053, 1007, 485
5354,1284272.779642010,1284272.779678756, 22652515558343, 9567870542800014, 237326784468, 8900278220271, 1080, 667151, 1046, 483
5355,1284272.779742124,1284272.779778942, 22652515559343, 9567870544029422, 237326784478, 8900278221407, 1064, 651683, 1007, 483
5356,1284272.779842590,1284272.779879424, 22652515560143, 9567870545262664, 237326784488, 8900278222548, 1072, 657464, 991, 483
5357,1284272.779943064,1284272.779979798, 22652515561143, 9567870546495040, 237326784496, 8900278223686, 1072, 657219, 987, 483
5358,1284272.780044610,1284272.780081414, 22652515562143, 9567870547741600, 237326784506, 8900278224839, 1084, 674019, 1089, 482
5359,1284272.780145548,1284272.780182424, 22652515563143, 9567870548980304, 237326784516, 8900278225984, 1073, 665183, 987, 485
5360,1284272.780245898,1284272.780282694, 22652515563943, 9567870550212202, 237326784526, 8900278227122, 1070, 662417, 1003, 485
5361,1284272.780346738,1284272.780383640, 22652515564943, 9567870551449660, 237326784536, 8900278228265, 1075, 660903, 983, 482
5362,1284272.780447408,1284272.780484170, 22652515565943, 9567870552685104, 237326784544, 8900278229407, 1066, 662785, 1001, 483
5363,1284272.780548780,1284272.780585582, 22652515566943, 9567870553929938, 237326784554, 8900278230558, 1082, 670457, 1032, 483
5364,1284272.780649232,1284272.780686050, 22652515567743, 9567870555162508, 237326784564, 8900278231697, 1062, 654035, 989, 480
5365,1284272.780750154,1284272.780786946, 22652515568743, 9567870556400540, 237326784574, 8900278232841, 1076, 659639, 991, 482
5366,1284272.780851378,1284272.780888066, 22652515569743, 9567870557643362, 237326784582, 8900278233988, 1078, 660585, 992, 483
5367,1284272.780952646,1284272.780989346, 22652515570743, 9567870558885802, 237326784592, 8900278235138, 1081, 664916, 1058, 483
5368,1284272.781053030,1284272.781089988, 22652515571743, 9567870560119618, 237326784602, 8900278236278, 1074, 663698, 1055, 487
5369,1284272.781154050,1284272.781190778, 22652515572543, 9567870561357650, 237326784612, 8900278237422, 1067, 659326, 1016, 482
5370,1284272.781255178,1284272.781291892, 22652515573543, 9567870562599226, 237326784622, 8900278238569, 1076, 660526, 1025, 482
5371,1284272.781356396,1284272.781393204, 22652515574543, 9567870563841090, 237326784630, 8900278239718, 1084, 662466, 991, 483
5372,1284272.781457948,1284272.781494812, 22652515575543, 9567870565087842, 237326784640, 8900278240870, 1088, 666280, 973, 485
5373,1284272.781558154,1284272.781595058, 22652515576343, 9567870566317826, 237326784650, 8900278242007, 1071, 655767, 994, 485
5374,1284272.781659628,1284272.781696444, 22652515577343, 9567870567562660, 237326784658, 8900278243157, 1081, 671098, 987, 483
5375,1284272.781760146,1284272.781796984, 22652515578343, 9567870568795996, 237326784668, 8900278244297, 1068, 656798, 1010, 485
5376,1284272.781861744,1284272.781898564, 22652515579343, 9567870570043706, 237326784678, 8900278245451, 1083, 667733, 1107, 482
5377,1284272.781962272,1284272.781999208, 22652515580343, 9567870571277714, 237326784688, 8900278246592, 1072, 651873, 1012, 485
5378,1284272.782062466,1284272.782099368, 22652515581143, 9567870572507504, 237326784698, 8900278247727, 1068, 662953, 1007, 485
5379,1284272.782164152,1284272.782201004, 22652515582143, 9567870573755598, 237326784706, 8900278248881, 1085, 667746, 1005, 483
5380,1284272.782264480,1284272.782301366, 22652515583143, 9567870574986634, 237326784716, 8900278250019, 1075, 664121, 1005, 487
5381,1284272.782364872,1284272.782401768, 22652515584143, 9567870576218244, 237326784726, 8900278251158, 1072, 662053, 998, 485
5382,1284272.782465914,1284272.782502780, 22652515584943, 9567870577458002, 237326784736, 8900278252304, 1081, 666308, 983, 487
5383,1284272.782566682,1284272.782603522, 22652515585943, 9567870578695362, 237326784744, 8900278253447, 1076, 665823, 1057, 485
5384,1284272.782667348,1284272.782704142, 22652515586943, 9567870579930806, 237326784754, 8900278254588, 1073, 657453, 1060, 482
5385,1284272.782767708,1284272.782804568, 22652515587743, 9567870581162994, 237326784764, 8900278255727, 1064, 653541, 1050, 485
5386,1284272.782868686,1284272.782905498, 22652515588743, 9567870582402080, 237326784774, 8900278256872, 1077, 660966, 1001, 483
5387,1284272.782969048,1284272.783005854, 22652515589743, 9567870583634170, 237326784784, 8900278258011, 1008, 627000, 1007, 485
5388,1284272.783069360,1284272.783106300, 22652515590743, 9567870584866930, 237326784792, 8900278259149, 1068, 661751, 989, 482
5389,1284272.783169908,1284272.783206806, 22652515591743, 9567870586100746, 237326784802, 8900278260290, 1067, 665500, 983, 483
5390,1284272.783270490,1284272.783307792, 22652515592543, 9567870587340408, 237326784812, 8900278261435, 1083, 669583, 1107, 487
5391,1284272.783371508,1284272.783408678, 22652515593543, 9567870588576140, 237326784822, 8900278262579, 1078, 666526, 1017, 482
5392,1284272.783472004,1284272.783508968, 22652515594543, 9567870589809092, 237326784830, 8900278263717, 1070, 657139, 1000, 482
5393,1284272.783573220,1284272.783610148, 22652515595543, 9567870591050668, 237326784840, 8900278264864, 1079, 665412, 1017, 485
5394,1284272.783674030,1284272.783711204, 22652515596343, 9567870592290522, 237326784850, 8900278266011, 1082, 663891, 1001, 485
5395,1284272.783775520,1284272.783812330, 22652515597343, 9567870593532674, 237326784858, 8900278267158, 1084, 664989, 1016, 480
5396,1284272.783877198,1284272.783914112, 22652515598343, 9567870594781820, 237326784870, 8900278268314, 1085, 669851, 1089, 485
5397,1284272.783977548,1284272.784014598, 22652515599409, 9567870596013334, 237326784879, 8900278269452, 1074, 688516, 1023, 485
5398,1284272.784078682,1284272.784115534, 22652515600409, 9567870597254720, 237326784889, 8900278270598, 1074, 656671, 1028, 485
5399,1284272.784179500,1284272.784216326, 22652515601209, 9567870598490166, 237326784899, 8900278271741, 1078, 671550, 1166, 483
5400,1284272.784280410,1284272.784317370, 22652515602209, 9567870599729730, 237326784907, 8900278272886, 1082, 663696, 985, 482
5401,1284272.784381266,1284272.784418068, 22652515603209, 9567870600966420, 237326784917, 8900278274029, 1075, 670996, 1057, 483
5402,1284272.784482246,1284272.784519122, 22652515604209, 9567870602207422, 237326784927, 8900278275175, 1082, 667796, 982, 425
5403,1284272.784582384,1284272.784619422, 22652515605009, 9567870603435776, 237326784937, 8900278276313, 1066, 654953, 987, 485
5404,1284272.784684226,1284272.784721016, 22652515606009, 9567870604685114, 237326784947, 8900278277466, 1084, 668998, 1023, 482
5405,1284272.784784440,1284272.784821190, 22652515607009, 9567870605913756, 237326784955, 8900278278601, 1071, 663982, 1039, 485
5406,1284272.784885814,1284272.784922714, 22652515608009, 9567870607159356, 237326784965, 8900278279752, 1084, 666119, 991, 432
5407,1284272.784986370,1284272.785023184, 22652515609009, 9567870608393076, 237326784975, 8900278280892, 1070, 652817, 982, 483
5408,1284272.785087172,1284272.785123918, 22652515609809, 9567870609629958, 237326784985, 8900278282036, 1077, 658039, 1244, 482
5409,1284272.785187854,1284272.785227864, 22652515610809, 9567870610905170, 237326784993, 8900278283215, 1114, 696500, 1087, 487
5410,1284272.785288316,1284272.785325184, 22652515611809, 9567870612099410, 237326785003, 8900278284318, 1035, 642196, 1030, 485
5411,1284272.785389018,1284272.785425742, 22652515612609, 9567870613333898, 237326785013, 8900278285459, 1075, 657660, 987, 485
5412,1284272.785489790,1284272.785526574, 22652515613609, 9567870614571258, 237326785023, 8900278286603, 1072, 656117, 987, 480
5413,1284272.785590734,1284272.785627520, 22652515614609, 9567870615810248, 237326785031, 8900278287747, 1078, 661910, 1007, 483
5414,1284272.785692278,1284272.785729012, 22652515615609, 9567870617056232, 237326785041, 8900278288899, 1080, 661542, 994, 482
5415,1284272.785792454,1284272.785829142, 22652515616409, 9567870618285064, 237326785051, 8900278290035, 1069, 660610, 1048, 483
5416,1284272.785892756,1284272.785929688, 22652515617409, 9567870619517540, 237326785061, 8900278291175, 1070, 649078, 982, 419
5417,1284272.785993942,1284272.786030740, 22652515618409, 9567870620759116, 237326785071, 8900278292322, 1073, 659214, 991, 480
5418,1284272.786095004,1284272.786131838, 22652515619409, 9567870622000118, 237326785079, 8900278293467, 1080, 670575, 1041, 451
5419,1284272.786196640,1284272.786233508, 22652515620409, 9567870623247156, 237326785089, 8900278294620, 1093, 676325, 1055, 423
5420,1284272.786297462,1284272.786334300, 22652515621209, 9567870624483464, 237326785099, 8900278295763, 1080, 670537, 996, 482
5421,1284272.786398880,1284272.786435662, 22652515622209, 9567870625728012, 237326785107, 8900278296914, 1089, 674166, 1026, 485
5422,1284272.786500080,1284272.786536902, 22652515623209, 9567870626970260, 237326785117, 8900278298062, 1077, 663119, 1037, 485
5423,1284272.786601830,1284272.786638706, 22652515624209, 9567870628219502, 237326785127, 8900278299216, 1087, 665885, 980, 485
5424,1284272.786703286,1284272.786740200, 22652515625209, 9567870629464624, 237326785137, 8900278300367, 1084, 663733, 991, 483
5425,1284272.786803818,1284272.786840618, 22652515626009, 9567870630697962, 237326785147, 8900278301507, 1066, 660330, 992, 483
5426,1284272.786904310,1284272.786941114, 22652515627009, 9567870631931394, 237326785155, 8900278302646, 1066, 655576, 1012, 483
5427,1284272.787004700,1284272.787041490, 22652515628009, 9567870633163484, 237326785165, 8900278303785, 1062, 646728, 1037, 483
5428,1284272.787105786,1284272.787142578, 22652515629009, 9567870634404390, 237326785175, 8900278304931, 1079, 666119, 983, 482
5429,1284272.787206334,1284272.787243108, 22652515629809, 9567870635638494, 237326785185, 8900278306073, 1070, 663375, 1044, 487
5430,1284272.787307242,1284272.787344030, 22652515630809, 9567870636876908, 237326785193, 8900278307217, 1075, 658037, 1021, 485
5431,1284272.787408444,1284272.787445186, 22652515631809, 9567870638119252, 237326785203, 8900278308364, 1074, 660305, 980, 483
5432,1284272.787509744,1284272.787546474, 22652515632809, 9567870639362554, 237326785213, 8900278309514, 1079, 668585, 994, 485
5433,1284272.787609932,1284272.787646694, 22652515633809, 9567870640592344, 237326785223, 8900278310650, 1069, 653516, 987, 485
5434,1284272.787710680,1284272.787747396, 22652515634609, 9567870641827790, 237326785233, 8900278311792, 1070, 670825, 987, 485
5435,1284272.787811576,1284272.787848354, 22652515635609, 9567870643066492, 237326785241, 8900278312937, 1073, 658876, 976, 483
5436,1284272.787912188,1284272.787948964, 22652515636609, 9567870644301744, 237326785251, 8900278314079, 1072, 657160, 987, 485
5437,1284272.788013592,1284272.788050388, 22652515637409, 9567870645546102, 237326785261, 8900278315229, 1076, 668833, 980, 483
5438,1284272.788113902,1284272.788150780, 22652515638409, 9567870646777904, 237326785271, 8900278316367, 1069, 655248, 994, 485
5439,1284272.788215518,1284272.788252402, 22652515639409, 9567870648024176, 237326785279, 8900278317521, 1082, 665651, 985, 482
5440,1284272.788315778,1284272.788352844, 22652515640409, 9567870649255500, 237326785289, 8900278318660, 1070, 651437, 1001, 485
5441,1284272.788416286,1284272.788453258, 22652515641209, 9567870650487878, 237326785299, 8900278319799, 1069, 661189, 987, 483
